Position	Name	Country	Shooting	Speed	Defense	Goalkeeping	Overall	Rank	Region	Age
DEF	Ehson Boboev	Tajikistan	32	27	20	0	24.53603333	348	International	30
DEF	Nguyen Quang Hai	Vietnam	27	20	26	0	24.42866667	349	International	24
DEF	Robert Lwanga	Uganda	22	24	25	0	24.41906667	350	International	28
DEF	Semi Moffi	Nigeria	24	29	21	0	24.37956667	351	International	28
DEF	Bubacarr Modou	The Gambia	27	21	25	0	24.2521	352	International	30
DEF	Anvar Ibragimov	Uzbekistan	25	25	23	0	24.2325	353	International	31
DEF	Franz Lang	Germany	25	25	23	0	24.2325	354	Prime	27
DEF	Stephen Cruz	Gibraltar	22	20	27	0	24.10533333	355	Mediterranean	23
DEF	Colin Brathwaite	Barbados	23	27	22	0	24.05603333	356	America	35
DEF	Tomas Ramanauskas	Lithuania	25	29	20	0	24.03623333	357	Europe	32
DEF	Bakary N'Diaye	Mauritania	26	25	22	0	23.88916667	358	International	31
DEF	Abdou Gueye	Senegal	21	20	26	0	23.42866667	359	International	36
DEF	Petar Hristov	Bulgaria	26	25	21	0	23.37916667	360	Europe	28
DEF	Robert Mathurin	Saint Lucia	25	27	20	0	23.36936667	361	America	23
DEF	Tevita Chand	Fiji	23	23	23	0	23.2323	362	America	26
DEF	Supachok Hemviboon	Thailand	28	25	20	0	23.2025	363	International	25
DEF	Anirudh Jhingan	India	23	27	20	0	23.03603333	364	International	27
DEF	Komail Madhan	Bahrain	22	20	24	0	22.57533333	365	Mediterranean	31
DEF	Patrick Cassar	Malta	20	24	22	0	22.55573333	366	Mediterranean	29
DEF	Dramane Bagayoko	Mali	25	23	21	0	22.54563333	367	International	35
DEF	Samson Alu	Papua New Guinea	20	22	23	0	22.39886667	368	International	31
DEF	Stephen MacDonald	Scotland	25	21	22	0	22.38876667	369	Prime	31
DEF	Beto Ardhiyasa	Indonesia	24	21	22	0	22.2221	370	International	26
DEF	Saturnin Hountondji	Benin	22	25	20	0	22.2025	371	International	27
DEF	Justin Sakala	Zambia	23	23	20	0	21.7023	372	International	28
DEF	Lucien Grethen	Luxembourg	22	20	20	0	20.53533333	373	Europe	30
DEF	Ali Sultan	United Arab Emirates	20	20	20	0	20.202	374	Mediterranean	36
FWD	Jean-Pierre de Clercq	Belgium	50	48	0	0	50.0048	1	Prime	31
FWD	Nick Hamburger	United States	47	45	0	0	46.9745	2	America	32
FWD	Richard van der Heijden	Netherlands	47	44	0	0	46.7244	3	Prime	31
FWD	Gustavo Suarez	Argentina	48	40	0	0	46.484	4	International	31
FWD	Kwon Seung-Hyeok	South Korea	46	46	0	0	46.4646	5	International	37
FWD	Joao Silva	Portugal	48	39	0	0	46.2339	6	Mediterranean	32
FWD	Park Hyeon-Bin	South Korea	47	42	0	0	46.2242	7	International	36
FWD	Olivier Rousseau	France	45	48	0	0	46.2048	8	Prime	28
FWD	Hector	Mexico	48	37	0	0	45.7337	9	America	27
FWD	Niko Lovric	Croatia	47	40	0	0	45.724	10	Mediterranean	27
FWD	Didier Diomande	Cote d'Ivoire	49	33	0	0	45.4933	11	International	31
FWD	Leandro Cordeiro	Brazil	46	41	0	0	45.2141	12	International	24
FWD	Alvaro Chaves	Costa Rica	48	34	0	0	44.9834	13	America	27
FWD	Mohammed Odoi	Ghana	47	36	0	0	44.7236	14	International	35
FWD	Manoel Ribiero	Brazil	48	32	0	0	44.4832	15	International	28
FWD	Dragan Petrovic	Serbia	47	34	0	0	44.2234	16	Europe	37
FWD	Neil Griffith	England	44	43	0	0	44.1943	17	Prime	29
FWD	Antoine Gauthier	France	43	46	0	0	44.1846	18	Prime	37
FWD	Florin Stan	Romania	45	38	0	0	43.7038	19	Europe	38
FWD	Ivica Vidovic	Croatia	43	44	0	0	43.6844	20	Mediterranean	26
FWD	Marco Alvarez	Chile	42	46	0	0	43.4246	21	International	27
FWD	Gustavo Techera	Uruguay	41	49	0	0	43.4149	22	International	31
FWD	Ricardo Goncalves	Portugal	46	33	0	0	43.2133	23	Mediterranean	31
FWD	Andreas Wyss	Switzerland	45	35	0	0	42.9535	24	Europe	27
FWD	Andrew Moore	Australia	44	38	0	0	42.9438	25	International	32
FWD	Simon Knight	England	47	28	0	0	42.7228	26	Prime	29
FWD	Giovanni Rossi	Italy	41	46	0	0	42.6646	27	Mediterranean	32
FWD	Gerhard Muller	Germany	44	36	0	0	42.4436	28	Prime	32
FWD	Kjell Nilsen	Norway	43	38	0	0	42.1838	29	Europe	29
FWD	Pawel Lewandowski	Poland	47	25	0	0	41.9725	30	Europe	31
FWD	Felipe Contreras	Chile	45	31	0	0	41.9531	31	International	27
FWD	Diego Castillo	Spain	44	34	0	0	41.9434	32	Mediterranean	35
FWD	Maksim Volkova	Russia	43	37	0	0	41.9337	33	Europe	26
FWD	Diego Perez	Argentina	47	24	0	0	41.7224	34	International	28
FWD	Adriano Campos	Brazil	45	30	0	0	41.703	35	International	37
FWD	Pedro Banegas	Honduras	41	42	0	0	41.6642	36	America	32
FWD	Orlando Cardona	Colombia	39	48	0	0	41.6448	37	International	26
FWD	Cesar Paredes	Ecuador	46	26	0	0	41.4626	38	International	27
FWD	Jordan Amartey	Ghana	43	35	0	0	41.4335	39	International	26
FWD	Jan van Dijk	Netherlands	44	31	0	0	41.1931	40	Prime	36
FWD	Fatmir Dervishi	Albania	43	34	0	0	41.1834	41	Mediterranean	26
FWD	Domingo Roldan	Argentina	42	37	0	0	41.1737	42	International	25
FWD	Peter Buhler	Switzerland	40	43	0	0	41.1543	43	Europe	32
FWD	Albert Hall	Jamaica	43	33	0	0	40.9333	44	America	27
FWD	Ivan Popova	Russia	42	36	0	0	40.9236	45	Europe	35
FWD	Dario Blanco	Argentina	46	23	0	0	40.7123	46	International	29
FWD	Nicolae Popescu	Romania	42	35	0	0	40.6735	47	Europe	36
FWD	Guadalupe Moreno	Mexico	40	41	0	0	40.6541	48	America	30
FWD	Angel Cedeno	Panama	39	44	0	0	40.6444	49	America	29
FWD	Colin Pugh	Wales	45	25	0	0	40.4525	50	Prime	24
FWD	Yuryi Melnyk	Ukraine	38	46	0	0	40.3846	51	Europe	34
FWD	Joseph Clarke	Canada	45	24	0	0	40.2024	52	America	26
FWD	Cesar Aguero	Argentina	45	24	0	0	40.2024	53	International	25
FWD	Georgios Nikolaidis	Greece	38	45	0	0	40.1345	54	Mediterranean	28
FWD	Valeriu Florea	Moldova	44	26	0	0	39.9426	55	Europe	29
FWD	Frantisek Molnar	Slovakia	42	32	0	0	39.9232	56	Europe	25
FWD	Nicolas Montero	Dominican Republic	41	35	0	0	39.9135	57	America	29
FWD	Francois Toussaint	Haiti	39	41	0	0	39.8941	58	America	32
FWD	Joao Pereira	Brazil	37	47	0	0	39.8747	59	International	29
FWD	Stefan Takac	Slovakia	45	22	0	0	39.7022	60	Europe	31
FWD	Juan Rivera	Peru	43	28	0	0	39.6828	61	International	27
FWD	Sandor Toth	Hungary	39	40	0	0	39.644	62	Europe	30
FWD	Thomas Martin	Australia	38	43	0	0	39.6343	63	International	35
FWD	Dominique Girard	France	44	24	0	0	39.4424	64	Prime	25
FWD	Giovanni Ricci	Italy	43	27	0	0	39.4327	65	Mediterranean	36
FWD	Conor O'Sullivan	Ireland	41	33	0	0	39.4133	66	Prime	39
FWD	Kyriacos Panayiotou	Cyprus	41	32	0	0	39.1632	67	Mediterranean	28
FWD	Helmut Lange	Germany	40	35	0	0	39.1535	68	Prime	26
FWD	Carlos Acosta	Uruguay	39	38	0	0	39.1438	69	International	35
FWD	Mehdi Khalil	Lebanon	38	41	0	0	39.1341	70	Mediterranean	33
FWD	Hernan Torres	Colombia	37	44	0	0	39.1244	71	International	31
FWD	Jan Prochazka	Czechia	41	31	0	0	38.9131	72	Europe	26
FWD	Craig Young	Wales	40	34	0	0	38.9034	73	Prime	33
FWD	Serghei Cojocari	Moldova	39	36	0	0	38.6436	74	Europe	33
FWD	Joel Hosein	Trinidad and Tobago	44	20	0	0	38.442	75	America	29
FWD	Vicente Garcia	Spain	43	23	0	0	38.4323	76	Mediterranean	26
FWD	Svein Berg	Norway	40	32	0	0	38.4032	77	Europe	26
FWD	Marcos Ospina	Colombia	38	38	0	0	38.3838	78	International	26
FWD	Fahad Ali	Qatar	37	41	0	0	38.3741	79	Mediterranean	35
FWD	Slobodan Kovacevic	Bosnia and Herzegovina	36	44	0	0	38.3644	80	Europe	31
FWD	Anthony Gonzales	Trinidad and Tobago	40	31	0	0	38.1531	81	America	23
FWD	Franc Potocnik	Slovenia	36	43	0	0	38.1143	82	Europe	27
FWD	Patrick Murray	England	43	21	0	0	37.9321	83	Prime	24
FWD	Sergio Martino	Italy	42	24	0	0	37.9224	84	Mediterranean	30
FWD	Tahnoon Ramadan	United Arab Emirates	38	36	0	0	37.8836	85	Mediterranean	29
FWD	Matti Jokinen	Finland	40	29	0	0	37.6529	86	Europe	30
FWD	Akhtam Jalilov	Tajikistan	37	38	0	0	37.6238	87	International	26
FWD	Gunnar Bjornsson	Iceland	35	44	0	0	37.6044	88	Europe	34
FWD	Ali Mousavi	Iran	41	25	0	0	37.4125	89	Mediterranean	35
FWD	Alain Goossens	Belgium	40	28	0	0	37.4028	90	Prime	26
FWD	Sharaf El Hadi	Sudan	37	37	0	0	37.3737	91	Mediterranean	35
FWD	Leslie Knight	England	36	40	0	0	37.364	92	Prime	27
FWD	Hilal Maatouk	Lebanon	35	43	0	0	37.3543	93	Mediterranean	39
FWD	Scott Robinson	Canada	42	21	0	0	37.1721	94	America	32
FWD	Edmond Toska	Albania	41	24	0	0	37.1624	95	Mediterranean	28
FWD	Manuel Castillo	Ecuador	40	27	0	0	37.1527	96	International	27
FWD	Neville Grant	Jamaica	39	30	0	0	37.143	97	America	30
FWD	Marcos Aguilar	El Salvador	42	20	0	0	36.922	98	America	30
FWD	Mohamed Alaoui	Morocco	40	26	0	0	36.9026	99	Mediterranean	39
FWD	Niels Jensen	Denmark	39	29	0	0	36.8929	100	Europe	27
FWD	Arvydas Vasiliauskas	Lithuania	37	35	0	0	36.8735	101	Europe	25
FWD	Santiago Barrios	Guatemala	36	38	0	0	36.8638	102	America	32
FWD	Mickael Caron	France	35	41	0	0	36.8541	103	Prime	25
FWD	Walker Hayes	United States	35	41	0	0	36.8541	104	America	32
FWD	Mauricio Rios	Colombia	33	47	0	0	36.8347	105	International	23
FWD	Yusuf Guler	Turkey	39	28	0	0	36.6428	106	Mediterranean	35
FWD	Juan-Carlos Novelo	Belize	38	31	0	0	36.6331	107	America	24
FWD	Arnaldo Benitez	Paraguay	37	34	0	0	36.6234	108	International	29
FWD	Mustafa Simsek	Turkey	36	37	0	0	36.6137	109	Mediterranean	33
FWD	Mathieu Lefevre	France	41	21	0	0	36.4121	110	Prime	33
FWD	Salah Saidi	Algeria	39	27	0	0	36.3927	111	Mediterranean	29
FWD	Freddy Lopez	Venezuela	37	33	0	0	36.3733	112	International	24
FWD	Geraldo Faife	Mozambique	34	42	0	0	36.3442	113	International	35
FWD	Raul Morales	Peru	41	20	0	0	36.162	114	International	32
FWD	Caio Sultan	United Arab Emirates	40	23	0	0	36.1523	115	Mediterranean	30
FWD	Vojislav Milic	Montenegro	39	26	0	0	36.1426	116	Mediterranean	34
FWD	Slobodan Radic	Croatia	39	26	0	0	36.1426	117	Mediterranean	36
FWD	Karl Mayer	Austria	37	32	0	0	36.1232	118	Europe	30
FWD	Spyridon Karagiannis	Greece	34	41	0	0	36.0941	119	Mediterranean	30
FWD	Vaclav Dvorak	Czechia	39	25	0	0	35.8925	120	Europe	29
FWD	Faïz Bachirou	Comoros	36	34	0	0	35.8634	121	International	25
FWD	Stoyan Nikolov	Bulgaria	35	37	0	0	35.8537	122	Europe	29
FWD	Theo de Boer	Netherlands	33	43	0	0	35.8343	123	Prime	31
FWD	Antanas Zukauskas	Lithuania	39	24	0	0	35.6424	124	Europe	28
FWD	Ben Ben Nabouhane	Comoros	37	30	0	0	35.623	125	International	27
FWD	Felix Gallego	Spain	36	33	0	0	35.6133	126	Mediterranean	28
FWD	Janis Berzins	Latvia	35	36	0	0	35.6036	127	Europe	29
FWD	Hassan Mohammadi	Iran	34	39	0	0	35.5939	128	Mediterranean	30
FWD	Lyle Mokoena	South Africa	31	48	0	0	35.5648	129	International	27
FWD	Abdullah Lutfalla	Bahrain	40	20	0	0	35.402	130	Mediterranean	33
FWD	Jovane Andrade	Cabo Verde	39	23	0	0	35.3923	131	International	25
FWD	Stefano Mangkualam	Indonesia	37	29	0	0	35.3729	132	International	32
FWD	Francisco Solano	Costa Rica	36	32	0	0	35.3632	133	America	32
FWD	Uwe Klein	Germany	35	35	0	0	35.3535	134	Prime	27
FWD	Gabor Toth	Hungary	34	38	0	0	35.3438	135	Europe	34
FWD	Jesus Zelaya	Honduras	39	22	0	0	35.1422	136	America	38
FWD	Andre Moussa	Cameroon	37	28	0	0	35.1228	137	International	30
FWD	Amadou Sacko	Niger	34	37	0	0	35.0937	138	International	38
FWD	Steevy Kaihapi	Tahiti	32	43	0	0	35.0743	139	International	30
FWD	Einar Bjornsson	Iceland	39	21	0	0	34.8921	140	Europe	31
FWD	Aleksandar Milosevic	Serbia	38	24	0	0	34.8824	141	Europe	32
FWD	Lars Moller	Denmark	37	27	0	0	34.8727	142	Europe	29
FWD	Angel de Leon	Guatemala	35	33	0	0	34.8533	143	America	25
FWD	Franz Leitner	Austria	34	36	0	0	34.8436	144	Europe	30
FWD	Lawrence Porter	United States	33	39	0	0	34.8339	145	America	25
FWD	Abdel Dahmani	Algeria	32	42	0	0	34.8242	146	Mediterranean	38
FWD	Anatolyi Pavlenko	Ukraine	39	20	0	0	34.642	147	Europe	33
FWD	Grzegorz Kowalski	Poland	37	26	0	0	34.6226	148	Europe	28
FWD	Amir Abdalla	Sudan	36	29	0	0	34.6129	149	Mediterranean	31
FWD	Manuchekhr Tursunov	Tajikistan	35	32	0	0	34.6032	150	International	30
FWD	Shahrul Rashid	Malaysia	34	35	0	0	34.5935	151	International	36
FWD	Ricardo Rosa	Puerto Rico	33	38	0	0	34.5838	152	America	28
FWD	Rafael Guevara	El Salvador	38	22	0	0	34.3822	153	America	35
FWD	Eddy de Meyer	Belgium	38	22	0	0	34.3822	154	Prime	32
FWD	Patson Banda	Zambia	36	28	0	0	34.3628	155	International	35
FWD	Allan Mugerwa	Uganda	35	31	0	0	34.3531	156	International	28
FWD	Mohamed Nashnush	Libya	34	34	0	0	34.3434	157	Mediterranean	29
FWD	Sergey Volkov	Belarus	38	21	0	0	34.1321	158	Europe	29
FWD	Bader Al-Fadhel	Kuwait	36	27	0	0	34.1127	159	Mediterranean	31
FWD	Sunil Sharma	Qatar	33	36	0	0	34.0836	160	Mediterranean	31
FWD	Bruno Palun	Gabon	38	20	0	0	33.882	161	International	30
FWD	Lawrence Omolo	Kenya	34	32	0	0	33.8432	162	International	26
FWD	Zaid Seyam	Palestine	33	35	0	0	33.8335	163	Mediterranean	30
FWD	Issaka Maâzou	Niger	32	38	0	0	33.8238	164	International	30
FWD	Jukka Saarinen	Finland	36	25	0	0	33.6125	165	Europe	26
FWD	Francisco Espinola	Paraguay	35	28	0	0	33.6028	166	International	27
FWD	Papa	Senegal	34	31	0	0	33.5931	167	International	33
FWD	Aishi Bocco	Tanzania	32	37	0	0	33.5737	168	International	25
FWD	Gurpreet Chhetri	India	31	40	0	0	33.564	169	International	36
FWD	Ilija Trajkovska	Macedonia	37	21	0	0	33.3721	170	Europe	27
FWD	Romain Fontaine	Madagascar	36	24	0	0	33.3624	171	International	29
FWD	Nasir Siddiqui	Saudi Arabia	32	36	0	0	33.3236	172	Mediterranean	29
FWD	Ahmed Abdulghafoor	Kuwait	31	39	0	0	33.3139	173	Mediterranean	36
FWD	Jose Abrego	Panama	37	20	0	0	33.122	174	America	30
FWD	Mahdi Marhoon	Bahrain	35	26	0	0	33.1026	175	Mediterranean	35
FWD	Mikaël Bourebare	Tahiti	34	29	0	0	33.0929	176	International	31
FWD	Ian Murray	Scotland	33	32	0	0	33.0832	177	Prime	25
FWD	Koffi Kouassi	Cote d'Ivoire	32	35	0	0	33.0735	178	International	31
FWD	Reynaldo Herrera	Nicaragua	30	41	0	0	33.0541	179	America	27
FWD	Omar Al-Zubi	Jordan	36	22	0	0	32.8622	180	Mediterranean	32
FWD	Phan Quang Hai	Vietnam	34	28	0	0	32.8428	181	International	26
FWD	Thomas Mombris	Madagascar	33	31	0	0	32.8331	182	International	31
FWD	Shehab Dabbagh	Palestine	32	34	0	0	32.8234	183	Mediterranean	25
FWD	Raymond Schembri	Malta	31	37	0	0	32.8137	184	Mediterranean	34
FWD	Nigel Smyth	Northern Ireland	36	21	0	0	32.6121	185	Prime	30
FWD	Rachim Azzizi	Egypt	35	24	0	0	32.6024	186	Mediterranean	29
FWD	Oscar Huanca	Bolivia	34	27	0	0	32.5927	187	International	31
FWD	Akira Maeda	Japan	30	39	0	0	32.5539	188	International	32
FWD	Pierre-Emerick Appindangoyé	Gabon	35	23	0	0	32.3523	189	International	30
FWD	Yazan Al-Khawaldeh	Jordan	34	26	0	0	32.3426	190	Mediterranean	28
FWD	Rocky Zeoula	New Caledonia	32	32	0	0	32.3232	191	International	26
FWD	Chris Turner	New Zealand	30	38	0	0	32.3038	192	International	28
FWD	Abdoul Lankoande	Burkina Faso	35	22	0	0	32.1022	193	International	27
FWD	Dylan Werth	United States	35	22	0	0	32.1022	194	America	30
FWD	Alejandro Medina	Cuba	33	28	0	0	32.0828	195	America	28
FWD	Koji Suzuki	Japan	31	34	0	0	32.0634	196	International	31
FWD	Carles Vidal	Andorra	30	37	0	0	32.0537	197	Mediterranean	30
FWD	Mario Condori	Bolivia	35	21	0	0	31.8521	198	International	34
FWD	Iliya Dimitrov	Bulgaria	34	24	0	0	31.8424	199	Europe	33
FWD	Abdel Al-Hamami	Tunisia	33	27	0	0	31.8327	200	Mediterranean	37
FWD	Mario Contreras	Mexico	33	27	0	0	31.8327	201	America	33
FWD	Cesar Romero	Venezuela	32	30	0	0	31.823	202	International	29
FWD	Salvador Prieto	Spain	32	30	0	0	31.823	203	Mediterranean	26
FWD	Syahmi Gan	Malaysia	31	33	0	0	31.8133	204	International	34
FWD	Moses Onyango	Uganda	30	36	0	0	31.8036	205	International	24
FWD	Garry Mendes	Cabo Verde	35	20	0	0	31.602	206	International	27
FWD	John Campbell III	Scotland	34	23	0	0	31.5923	207	Prime	31
FWD	Francis de la Rosa	Dominican Republic	33	26	0	0	31.5826	208	America	30
FWD	Sherzod Usmanova	Uzbekistan	32	29	0	0	31.5729	209	International	29
FWD	Antoni de Silva	Andorra	31	32	0	0	31.5632	210	Mediterranean	26
FWD	Tarek El-Hadi	Tunisia	30	35	0	0	31.5535	211	Mediterranean	26
FWD	Pansa Chaided	Thailand	28	41	0	0	31.5341	212	International	27
FWD	Nikola Savic	Bosnia and Herzegovina	26	47	0	0	31.5147	213	Europe	37
FWD	Raymond Brown	Bahamas	33	25	0	0	31.3325	214	America	35
FWD	Hassen Diakité	Mauritania	32	28	0	0	31.3228	215	International	29
FWD	Ian Mayers	Barbados	29	37	0	0	31.2937	216	America	29
FWD	Manuel Valdes	Cuba	28	40	0	0	31.284	217	America	37
FWD	Ronwen Kekana	South Africa	26	46	0	0	31.2646	218	International	29
FWD	Hamid Koanda	Burkina Faso	34	21	0	0	31.0921	219	International	25
FWD	Tiago Nogueira	Brazil	34	21	0	0	31.0921	220	International	30
FWD	Sylvester Jean-Baptiste	Saint Lucia	33	24	0	0	31.0824	221	America	35
FWD	Ary Pereira	Angola	32	27	0	0	31.0727	222	International	25
FWD	Roy Kayara	New Caledonia	31	30	0	0	31.063	223	International	27
FWD	Sidney Knowles	Bahamas	29	36	0	0	31.0436	224	America	31
FWD	Gerardo Vega	Puerto Rico	28	39	0	0	31.0339	225	America	35
FWD	Manvir Singh	India	27	42	0	0	31.0242	226	International	29
FWD	Vincent Charlery	Saint Lucia	32	26	0	0	30.8226	227	America	24
FWD	Nils Pettersson	Sweden	31	29	0	0	30.8129	228	Europe	26
FWD	Thomas Kessy	Tanzania	29	35	0	0	30.7935	229	International	28
FWD	Vladimir Vaher	Estonia	33	22	0	0	30.5822	230	Europe	31
FWD	Wolfgang Kruger	Germany	33	22	0	0	30.5822	231	Prime	25
FWD	Kritsada Sarachat	Thailand	32	25	0	0	30.5725	232	International	36
FWD	Victor Kahata	Kenya	30	31	0	0	30.5531	233	International	30
FWD	Krishneel Maharaj	Fiji	29	34	0	0	30.5434	234	America	30
FWD	Godine Alick	Vanuatu	27	40	0	0	30.524	235	International	29
FWD	Zhu Yang	China	32	24	0	0	30.3224	236	International	24
FWD	Zakaria Salhi	Morocco	32	24	0	0	30.3224	237	Mediterranean	23
FWD	Jogvan Hentze	Faroe Islands	31	27	0	0	30.3127	238	Europe	35
FWD	Oli Mikkelsen	Faroe Islands	29	33	0	0	30.2933	239	Europe	35
FWD	Werner Frommelt	Liechtenstein	26	42	0	0	30.2642	240	Europe	28
FWD	Yusuf Aliyu	Nigeria	33	20	0	0	30.082	241	International	32
FWD	Gareth Mulholland	Northern Ireland	32	23	0	0	30.0723	242	Prime	36
FWD	Niels Moller	Greenland	31	26	0	0	30.0626	243	America	26
FWD	Felipe Bikoro	Equatorial Guinea	30	29	0	0	30.0529	244	International	32
FWD	Josete Belima	Equatorial Guinea	29	32	0	0	30.0432	245	International	29
FWD	Amadou Traore	Mali	28	35	0	0	30.0335	246	International	24
FWD	Juris Zvirbulis	Latvia	32	22	0	0	29.8222	247	Europe	29
FWD	Simon Apa	Papua New Guinea	30	28	0	0	29.8028	248	International	33
FWD	Yoane Masuaku	Congo DR	29	31	0	0	29.7931	249	International	30
FWD	Nick Young	New Zealand	28	34	0	0	29.7834	250	International	30
FWD	Ousmane Diop	Senegal	27	37	0	0	29.7737	251	International	27
FWD	Khalif Karam	Egypt	26	40	0	0	29.764	252	Mediterranean	31
FWD	Hansamu Yama	Indonesia	32	21	0	0	29.5721	253	International	26
FWD	Oscar Medina	Uruguay	32	21	0	0	29.5721	254	International	28
FWD	Steve Agassa	Togo	31	24	0	0	29.5624	255	International	28
FWD	Yahaya Saidu	Nigeria	29	30	0	0	29.543	256	International	32
FWD	Naby Kamano	Guinea	28	33	0	0	29.5333	257	International	28
FWD	Faiz Al-Rushaidi	Oman	27	36	0	0	29.5236	258	Mediterranean	24
FWD	Stephan De Murga	Philippines	32	20	0	0	29.322	259	International	31
FWD	Eddy Espinoza	Nicaragua	31	23	0	0	29.3123	260	America	27
FWD	El Hacen Abeid	Mauritania	30	26	0	0	29.3026	261	International	25
FWD	Jerry Mango	Solomon Islands	29	29	0	0	29.2929	262	International	29
FWD	Ezequiel Alma	Syria	28	32	0	0	29.2832	263	Mediterranean	32
FWD	Nabeel Saad	Saudi Arabia	31	22	0	0	29.0622	264	Mediterranean	35
FWD	Kjell Carlsson	Sweden	29	28	0	0	29.0428	265	Europe	36
FWD	Jesper Kleist	Greenland	28	31	0	0	29.0331	266	America	27
FWD	Bakary Guindo	Mali	30	24	0	0	28.8024	267	International	27
FWD	Sanad Al-Tahir	Libya	29	27	0	0	28.7927	268	Mediterranean	29
FWD	Daisuke Steuble	Philippines	25	39	0	0	28.7539	269	International	26
FWD	Sanije Bytyqi	Kosovo	31	20	0	0	28.562	270	Europe	32
FWD	Massimo Zafferani	San Marino	30	23	0	0	28.5523	271	Mediterranean	33
FWD	Andrei Kaasik	Estonia	29	26	0	0	28.5426	272	Europe	29
FWD	Khaled Obaid	Iraq	27	32	0	0	28.5232	273	Mediterranean	31
FWD	Samuel Bakambu	Congo DR	25	38	0	0	28.5038	274	International	26
FWD	Farhat Kozubaev	Kyrgyzstan	29	25	0	0	28.2925	275	Europe	25
FWD	Musa Jagne	The Gambia	28	28	0	0	28.2828	276	International	29
FWD	Brian Soromon	Vanuatu	30	21	0	0	28.0521	277	International	35
FWD	Dang Hung Dung	Vietnam	29	24	0	0	28.0424	278	International	31
FWD	Christos Kyprianou	Cyprus	28	27	0	0	28.0327	279	Mediterranean	32
FWD	Khaled Mounié	Benin	26	33	0	0	28.0133	280	International	30
FWD	Nabil Karim	Morocco	30	20	0	0	27.802	281	Mediterranean	30
FWD	Moses Tonny	Papua New Guinea	29	23	0	0	27.7923	282	International	35
FWD	Lin Chenjie	China	28	26	0	0	27.7826	283	International	31
FWD	Lameck Mbesuma	Zambia	27	29	0	0	27.7729	284	International	35
FWD	Ravshan Karimov	Uzbekistan	25	35	0	0	27.7535	285	International	30
FWD	Simon Reyes	Gibraltar	29	22	0	0	27.5422	286	Mediterranean	27
FWD	Gjorgji Cvetkovska	Macedonia	28	25	0	0	27.5325	287	Europe	28
FWD	Georg Gstohl	Liechtenstein	27	28	0	0	27.5228	288	Europe	27
FWD	Khalid Al-Rushaidi	Oman	28	24	0	0	27.2824	289	Mediterranean	35
FWD	Jean-Paul Martin	Luxembourg	24	36	0	0	27.2436	290	Europe	24
FWD	Abdullah Kazem	Iraq	26	29	0	0	27.0129	291	Mediterranean	29
FWD	Emmanuel Lawson	Togo	25	32	0	0	27.0032	292	International	35
FWD	Emmanuel Poila	Solomon Islands	28	22	0	0	26.7822	293	International	26
FWD	Jalil Elias	Syria	27	25	0	0	26.7725	294	Mediterranean	23
FWD	Viliame Naidu	Fiji	28	21	0	0	26.5321	295	America	28
FWD	Marc Nilles	Luxembourg	26	27	0	0	26.5127	296	Europe	32
FWD	Jean Mengue	Cameroon	23	36	0	0	26.4836	297	International	26
FWD	Stefano Zonzini	San Marino	27	22	0	0	26.0222	298	Mediterranean	23
FWD	Bakhtiyar Musabekov	Kyrgyzstan	27	21	0	0	25.7721	299	Europe	26
FWD	João Gomes	Angola	26	24	0	0	25.7624	300	International	27
FWD	Clesio Pelembe	Mozambique	25	26	0	0	25.5026	301	International	28
FWD	Danilo Milosevic	Montenegro	23	32	0	0	25.4832	302	Mediterranean	28
FWD	Agron Krasniqi	Kosovo	26	22	0	0	25.2622	303	Europe	26
FWD	Modou Trawally	The Gambia	25	25	0	0	25.2525	304	International	29
FWD	Issiaga Kamano	Guinea	26	21	0	0	25.0121	305	International	30
FWD	Tomaz Korosec	Slovenia	25	24	0	0	25.0024	306	Europe	31
FWD	Steve Adénon	Benin	25	23	0	0	24.7523	307	International	26
FWD	Hugh Doherty	Ireland	20	38	0	0	24.7038	308	Prime	28
FWD	Baptiste Fils-Aime	Haiti	25	22	0	0	24.5022	309	America	29
FWD	Friedli Polisca	Vatican City	24	24	0	0	24.2424	310	Mediterranean	25
FWD	Tyrone King	Barbados	25	20	0	0	24.002	311	America	29
FWD	John Garcia	Belize	23	26	0	0	23.9826	312	America	29
FWD	Christian Perera	Gibraltar	24	20	0	0	23.242	313	Mediterranean	25
FWD	Mikhail Pashkevich	Belarus	22	25	0	0	22.9725	314	Europe	31
FWD	Kenneth Spiteri	Malta	22	24	0	0	22.7224	315	Mediterranean	28
FWD	Agostino Antonioli	Vatican City	21	22	0	0	21.4622	316	Mediterranean	29
GK	Jiri Novakova	Czechia	0	0	36	50	47.7	1	Europe	38
GK	Klaus Bauer	Germany	0	0	44	45	45.25	2	Prime	27
GK	Ricardo de Los Santos	Uruguay	0	0	21	50	44.7	3	International	36
GK	Luis Aguirre	Argentina	0	0	25	47	43.07	4	International	30
GK	Jens Clausen	Denmark	0	0	37	44	43.04	5	Europe	36
GK	Ahmed Mansouri	Algeria	0	0	45	42	43.02	6	Mediterranean	25
GK	Jose Lopes	Brazil	0	0	39	43	42.63	7	International	35
GK	Stephen Hunt	England	0	0	34	44	42.44	8	Prime	25
GK	Pierre Blanchard	France	0	0	38	43	42.43	9	Prime	27
GK	Victor Weaver	United States	0	0	37	43	42.23	10	America	36
GK	Nam Min-Jae	South Korea	0	0	39	42	41.82	11	International	29
