Team	League	Identity	Budget	Spent	Player Name	Position	Country	Rating	Cost
Damascus Steel	Med	Defense	138.0	138.0	Fabrice Blanchard	DEF	France	35.6678	13.07
Damascus Steel	Med	Defense	138.0	138.0	Nestor Moreira	DEF	Uruguay	35.638	13.15
Damascus Steel	Med	Defense	138.0	138.0	Andres Molina	DEF	Colombia	35.3936	12.59
Damascus Steel	Med	Defense	138.0	138.0	Malcolm Hopkins	MID	Wales	33.8729	11.18
Damascus Steel	Med	Defense	138.0	138.0	Didier Bouanga	MID	Gabon	33.8237	10.86
Damascus Steel	Med	Defense	138.0	138.0	Ramesh Shrestha	MID	Qatar	33.1122	8.84
Tripoli Sporting	Med	Balanced	138.0	136.23	Juan Rivera	FWD	Peru	39.6828	26.41
Tripoli Sporting	Med	Balanced	138.0	136.23	Fahad Ali	FWD	Qatar	38.3741	20.64
Tripoli Sporting	Med	Balanced	138.0	136.23	Andrej Kos	GK	Slovenia	38.4	19.16
Tripoli Sporting	Med	Balanced	138.0	136.23	Said Taleb	MID	Algeria	36.4038	16.82
Tripoli Sporting	Med	Balanced	138.0	136.23	Stavros Giannopoulos	MID	Greece	35.4233	15.14
Tripoli Sporting	Med	Balanced	138.0	136.23	Abo Samir	MID	Egypt	34.1425	11.33
Tripoli Sporting	Med	Balanced	138.0	136.23	Milan Mitrovic	DEF	Montenegro	31.5395	7.64
Tripoli Sporting	Med	Balanced	138.0	136.23	Amer Zaid	DEF	Kuwait	31.5	7.23
Tripoli Sporting	Med	Balanced	138.0	136.23	Giampiero Suriani	DEF	Vatican City	31.4702	7.36
Moscow Krepost	Euro	Control	163.0	163.0	Soren Holm	MID	Denmark	43.2033	31.29
Moscow Krepost	Euro	Control	163.0	163.0	Zoran Ilic	MID	Serbia	40.7337	26.49
Moscow Krepost	Euro	Control	163.0	163.0	Kristjan Jonsson	MID	Iceland	40.7031	25.98
Moscow Krepost	Euro	Control	163.0	163.0	Ilija Hodzic	DEF	Bosnia and Herzegovina	40.2676	18.49
Moscow Krepost	Euro	Control	163.0	163.0	Niels Jensen	FWD	Denmark	36.8929	17.01
Moscow Krepost	Euro	Control	163.0	163.0	Arnaldo Benitez	FWD	Paraguay	36.6234	15.31
Moscow Krepost	Euro	Control	163.0	163.0	Zoran Atanasov	GK	Macedonia	35.36	10.93
Moscow Krepost	Euro	Control	163.0	163.0	Laszlo Kovacs	DEF	Hungary	33.9025	8.0
Moscow Krepost	Euro	Control	163.0	163.0	Lars Jonsson	DEF	Sweden	33.6769	8.0
Slavutych Kyiv	Euro	Offense	157.0	157.0	Pawel Lewandowski	FWD	Poland	41.9725	34.66
Slavutych Kyiv	Euro	Offense	157.0	157.0	Maksim Volkova	FWD	Russia	41.9337	31.99
Slavutych Kyiv	Euro	Offense	157.0	157.0	Tomislav Rakic	GK	Serbia	38.6	17.47
Slavutych Kyiv	Euro	Offense	157.0	157.0	Zoltan Kocsis	MID	Hungary	37.1836	17.0
Slavutych Kyiv	Euro	Offense	157.0	157.0	Nykolai Moroz	DEF	Ukraine	38.1195	15.64
Slavutych Kyiv	Euro	Offense	157.0	157.0	Franz Ospelt	MID	Liechtenstein	35.4225	14.08
Slavutych Kyiv	Euro	Offense	157.0	157.0	Jesper Thomsen	DEF	Denmark	35.5899	10.15
Slavutych Kyiv	Euro	Offense	157.0	157.0	Heikki Laine	DEF	Finland	33.4123	8.0
Slavutych Kyiv	Euro	Offense	157.0	157.0	Algimantas Zilinskas	MID	Lithuania	31.8629	8.0
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Simon Knight	FWD	England	42.7228	35.21
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Marcos Ospina	FWD	Colombia	38.3838	21.9
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Miroslav Pavlovic	GK	Croatia	39.03	20.01
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Pavel Ivanova	DEF	Russia	37.7172	15.77
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Aka Dah	MID	Cote d'Ivoire	35.8834	15.99
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Erik Olsen	DEF	Norway	36.3643	12.84
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Anders Lindstrom	MID	Sweden	32.613	8.28
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Fredrik Johansson	MID	Sweden	32.3428	8.0
Edelweiss Zurich	Euro	Balanced	155.0	155.0	Slobodan Krstic	DEF	Serbia	33.0889	8.0
Stockholm United	Euro	Balanced	154.0	154.0	Florin Stan	FWD	Romania	43.7038	38.46
Stockholm United	Euro	Balanced	154.0	154.0	Jan Prochazka	FWD	Czechia	38.9131	21.66
Stockholm United	Euro	Balanced	154.0	154.0	Vyktor Kovalenko	MID	Ukraine	38.6535	19.69
Stockholm United	Euro	Balanced	154.0	154.0	Rolf Schulze	GK	Germany	38.98	18.55
Stockholm United	Euro	Balanced	154.0	154.0	Andrzej Nowak	MID	Poland	35.5929	14.83
Stockholm United	Euro	Balanced	154.0	154.0	Lucas Luiz	DEF	Brazil	36.3935	12.32
Stockholm United	Euro	Balanced	154.0	154.0	Darius Balciunas	DEF	Lithuania	33.2654	8.0
Stockholm United	Euro	Balanced	154.0	154.0	Viktor Morozov	DEF	Russia	32.7059	8.0
Stockholm United	Euro	Balanced	154.0	154.0	Jovan Stojanovski	MID	Macedonia	31.0734	8.0
Oslo Vikinger	Euro	Offense	145.0	145.0	Andreas Wyss	FWD	Switzerland	42.9535	37.18
Oslo Vikinger	Euro	Offense	145.0	145.0	Orlando Cardona	FWD	Colombia	41.6448	34.16
Oslo Vikinger	Euro	Offense	145.0	145.0	Serhei Tkachenko	GK	Ukraine	37.2	13.77
Oslo Vikinger	Euro	Offense	145.0	145.0	Park Jun-Seo	DEF	South Korea	35.9625	10.89
Oslo Vikinger	Euro	Offense	145.0	145.0	Odilon Gradel	DEF	Cote d'Ivoire	35.776	12.15
Oslo Vikinger	Euro	Offense	145.0	145.0	Petar Stojanovic	DEF	Serbia	34.1571	8.35
Oslo Vikinger	Euro	Offense	145.0	145.0	Aleksandr Kuznetsov	MID	Russia	32.1329	8.0
Oslo Vikinger	Euro	Offense	145.0	145.0	Gheorghe Cristea	MID	Romania	31.8428	8.0
Oslo Vikinger	Euro	Offense	145.0	145.0	Constantin Prodan	MID	Moldova	31.3425	8.0
Donau Wien	Euro	Control	143.0	141.45	Stefan Takac	FWD	Slovakia	39.7022	25.77
Donau Wien	Euro	Control	143.0	141.45	Franc Potocnik	FWD	Slovenia	38.1143	20.52
Donau Wien	Euro	Control	143.0	141.45	Jan Johansen	MID	Norway	38.923	22.82
Donau Wien	Euro	Control	143.0	141.45	Rafael Parra	MID	Venezuela	37.8733	20.76
Donau Wien	Euro	Control	143.0	141.45	Cieran McCormick	GK	Northern Ireland	37.17	14.36
Donau Wien	Euro	Control	143.0	141.45	Werner Frei	MID	Switzerland	34.1131	10.27
Donau Wien	Euro	Control	143.0	141.45	Vasile Cazacu	DEF	Moldova	32.0395	7.68
Donau Wien	Euro	Control	143.0	141.45	Arni Olafsson	DEF	Iceland	31.5394	6.76
Donau Wien	Euro	Control	143.0	141.45	Pedro Dos Santos	DEF	Angola	31.2354	6.51
Dunav Belgrade	Euro	Control	143.0	142.1	Kjell Nilsen	FWD	Norway	42.1838	29.82
Dunav Belgrade	Euro	Control	143.0	142.1	Vitaliy Zabarnyi	MID	Ukraine	38.9529	23.13
Dunav Belgrade	Euro	Control	143.0	142.1	Vasylyi Yvanova	MID	Ukraine	37.9932	20.75
Dunav Belgrade	Euro	Control	143.0	142.1	Raul Morales	FWD	Peru	36.162	15.46
Dunav Belgrade	Euro	Control	143.0	142.1	Ari Korhonen	MID	Finland	36.5939	16.1
Dunav Belgrade	Euro	Control	143.0	142.1	Piotr Nowicki	GK	Poland	36.19	12.26
Dunav Belgrade	Euro	Control	143.0	142.1	Gerhard Bauer	DEF	Austria	33.0497	7.8
Dunav Belgrade	Euro	Control	143.0	142.1	Ernest Nuamah	DEF	Ghana	32.6765	6.7
Dunav Belgrade	Euro	Control	143.0	142.1	Marko Bosnjak	DEF	Bosnia and Herzegovina	32.1866	7.1
Sisu Helsinki	Euro	Control	136.0	134.88	Ivan Popova	FWD	Russia	40.9236	28.68
Sisu Helsinki	Euro	Control	136.0	134.88	Mathieu Lefevre	FWD	France	36.4121	17.66
Sisu Helsinki	Euro	Control	136.0	134.88	Aleksandr Olyinyk	DEF	Ukraine	37.9624	15.6
Sisu Helsinki	Euro	Control	136.0	134.88	Bojan Kavcic	DEF	Slovenia	37.7863	15.25
Sisu Helsinki	Euro	Control	136.0	134.88	Krasimi Georgiev	GK	Bulgaria	37.38	15.52
Sisu Helsinki	Euro	Control	136.0	134.88	Andrey Zaitsev	MID	Russia	35.222	14.46
Sisu Helsinki	Euro	Control	136.0	134.88	Emilio Segundo	DEF	Argentina	34.0892	8.33
Sisu Helsinki	Euro	Control	136.0	134.88	Pascal Ferreira	MID	Luxembourg	30.7925	7.99
Sisu Helsinki	Euro	Control	136.0	134.88	Stefan Meier	MID	Switzerland	30.294	6.9
Kongens FC	Euro	Balanced	133.0	133.0	Jens Clausen	GK	Denmark	43.04	29.52
Kongens FC	Euro	Balanced	133.0	133.0	Arvydas Vasiliauskas	FWD	Lithuania	36.8735	19.4
Kongens FC	Euro	Balanced	133.0	133.0	Mauricio Rios	FWD	Colombia	36.8347	17.87
Kongens FC	Euro	Balanced	133.0	133.0	Istvan Kiss	MID	Hungary	35.1332	15.12
Kongens FC	Euro	Balanced	133.0	133.0	Jani Rasanen	MID	Finland	34.8841	13.46
Kongens FC	Euro	Balanced	133.0	133.0	Valentin Ionescu	MID	Romania	33.8731	12.12
Kongens FC	Euro	Balanced	133.0	133.0	Ladislav Kovac	DEF	Slovakia	32.5692	7.91
Kongens FC	Euro	Balanced	133.0	133.0	Daniel Wohlwend	DEF	Liechtenstein	31.1465	7.14
Kongens FC	Euro	Balanced	133.0	133.0	Fernando Ribiero	DEF	Portugal	30.9603	5.94
Bohemian Gryphons	Euro	Offense	131.0	131.0	Georgios Nikolaidis	FWD	Greece	40.1345	28.34
Bohemian Gryphons	Euro	Offense	131.0	131.0	Sandor Toth	FWD	Hungary	39.644	25.48
Bohemian Gryphons	Euro	Offense	131.0	131.0	Eero Salo	GK	Finland	36.8	13.68
Bohemian Gryphons	Euro	Offense	131.0	131.0	Thomas Anderson	MID	Scotland	35.1129	13.96
Bohemian Gryphons	Euro	Offense	131.0	131.0	Rolf Bachmann	DEF	Switzerland	35.5107	10.4
Bohemian Gryphons	Euro	Offense	131.0	131.0	Stojan Petrovska	MID	Macedonia	33.1126	9.14
Bohemian Gryphons	Euro	Offense	131.0	131.0	Kairat Kichin	DEF	Kyrgyzstan	31.8431	7.43
Bohemian Gryphons	Euro	Offense	131.0	131.0	Valerijs Priede	MID	Latvia	30.8235	7.87
Bohemian Gryphons	Euro	Offense	131.0	131.0	Giorgio Chellini	DEF	Italy	31.2542	5.69
Korona Warsaw	Euro	Defense	125.0	123.45	Janos Meszaros	GK	Hungary	40.22	23.66
Korona Warsaw	Euro	Defense	125.0	123.45	Slobodan Radic	FWD	Croatia	36.1426	16.37
Korona Warsaw	Euro	Defense	125.0	123.45	Vaclav Dvorak	FWD	Czechia	35.8925	15.33
Korona Warsaw	Euro	Defense	125.0	123.45	Tomasz Zajac	DEF	Poland	35.9721	12.17
Korona Warsaw	Euro	Defense	125.0	123.45	Karl Olsson	DEF	Sweden	35.5993	11.91
Korona Warsaw	Euro	Defense	125.0	123.45	Branko Novac	MID	Slovenia	34.1728	12.99
Korona Warsaw	Euro	Defense	125.0	123.45	Bajram Sylejmani	MID	Kosovo	34.1724	12.48
Korona Warsaw	Euro	Defense	125.0	123.45	Aleksandr Kallas	MID	Estonia	32.9028	9.1
Korona Warsaw	Euro	Defense	125.0	123.45	Marcel Roth	DEF	Switzerland	31.107	6.45
Magyar Huszar	Euro	Defense	122.0	121.68	Faïz Bachirou	FWD	Comoros	35.8634	16.22
Magyar Huszar	Euro	Defense	122.0	121.68	Stoyan Nikolov	FWD	Bulgaria	35.8537	15.89
Magyar Huszar	Euro	Defense	122.0	121.68	Robson Medeiros	GK	Brazil	37.4	18.87
Magyar Huszar	Euro	Defense	122.0	121.68	Hector Alvarez	DEF	Chile	35.0005	11.67
Magyar Huszar	Euro	Defense	122.0	121.68	Moussa Amani	MID	Cote d'Ivoire	33.5831	12.02
Magyar Huszar	Euro	Defense	122.0	121.68	Ammar Krouma	MID	Syria	33.4324	10.57
Magyar Huszar	Euro	Defense	122.0	121.68	Jiang Linpeng	MID	China	33.3029	9.83
Magyar Huszar	Euro	Defense	122.0	121.68	Edwin Torrez	DEF	Bolivia	32.932	6.94
Magyar Huszar	Euro	Defense	122.0	121.68	Veselin Ivanov	DEF	Bulgaria	32.1767	7.68
Bucharest International	Euro	Balanced	121.0	120.0	Frantisek Molnar	FWD	Slovakia	39.9232	27.45
Bucharest International	Euro	Balanced	121.0	120.0	Karl Mayer	FWD	Austria	36.1232	16.91
Bucharest International	Euro	Balanced	121.0	120.0	Hadisi Aengari	GK	Solomon Islands	36.76	15.08
Bucharest International	Euro	Balanced	121.0	120.0	Marcel Wagner	DEF	Austria	36.3257	13.55
Bucharest International	Euro	Balanced	121.0	120.0	Pansa Kaman	MID	Thailand	34.1229	13.01
Bucharest International	Euro	Balanced	121.0	120.0	Jacek Majewski	MID	Poland	30.4926	7.26
Bucharest International	Euro	Balanced	121.0	120.0	Rafael Jimenez	DEF	Andorra	31.1368	5.74
Bucharest International	Euro	Balanced	121.0	120.0	Lalaina Amada	MID	Madagascar	30.0826	6.5
Bucharest International	Euro	Balanced	121.0	120.0	Peeter Ots	DEF	Estonia	30.8726	7.0
Sarajevo Grad	Euro	Balanced	115.0	115.0	Caio Sultan	FWD	United Arab Emirates	36.1523	18.46
Sarajevo Grad	Euro	Balanced	115.0	115.0	Antanas Zukauskas	FWD	Lithuania	35.6424	16.44
Sarajevo Grad	Euro	Balanced	115.0	115.0	Markus Schneider	GK	Switzerland	37.0	15.41
Sarajevo Grad	Euro	Balanced	115.0	115.0	Azamat Zemlianukhin	MID	Kyrgyzstan	34.6231	12.56
Sarajevo Grad	Euro	Balanced	115.0	115.0	Johann Gunnarsson	DEF	Iceland	34.8638	11.55
Sarajevo Grad	Euro	Balanced	115.0	115.0	Hamid Bagheri	DEF	Iran	34.6671	10.59
Sarajevo Grad	Euro	Balanced	115.0	115.0	Paweł Bednarek	DEF	Poland	31.6268	7.77
Sarajevo Grad	Euro	Balanced	115.0	115.0	Juraj Szabo	MID	Slovakia	30.6226	7.36
Sarajevo Grad	Euro	Balanced	115.0	115.0	Georgios Christofi	MID	Cyprus	30.2537	5.87
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Akhtam Jalilov	FWD	Tajikistan	37.6238	23.65
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Gunnar Bjornsson	FWD	Iceland	37.6044	20.11
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Mo Diallo	GK	Senegal	36.38	12.86
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Marjan Krajnc	MID	Slovenia	33.5923	11.52
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Mitch Alick	DEF	Vanuatu	34.1769	8.35
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Joseph Wari	MID	Papua New Guinea	30.0528	6.07
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Nigel Clarke	MID	Barbados	29.8428	5.43
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Liviu Ciobanu	DEF	Romania	30.7153	5.32
Reykjavik Isbjorn	Euro	Offense	113.0	107.99	Andreas Schwarz	DEF	Austria	30.6269	5.67
Slavia Tatry	Euro	Defense	113.0	113.0	Martin Lang	GK	Austria	39.99	23.49
Slavia Tatry	Euro	Defense	113.0	113.0	Felix Gallego	FWD	Spain	35.6133	15.66
Slavia Tatry	Euro	Defense	113.0	113.0	Janis Berzins	FWD	Latvia	35.6036	14.17
Slavia Tatry	Euro	Defense	113.0	113.0	Michal Fialova	MID	Czechia	33.8137	12.36
Slavia Tatry	Euro	Defense	113.0	113.0	Fouad Selemani	DEF	Comoros	34.403	10.82
Slavia Tatry	Euro	Defense	113.0	113.0	Anton Zupan	DEF	Slovenia	31.2445	7.12
Slavia Tatry	Euro	Defense	113.0	113.0	Carlo D'Amico	MID	Italy	30.0523	5.88
Slavia Tatry	Euro	Defense	113.0	113.0	Tomas Arias	MID	Argentina	29.9938	6.06
Slavia Tatry	Euro	Defense	113.0	113.0	Alberto Diaz	DEF	Panama	30.5971	5.44
New York Empire	Backyard	Control	183.0	183.0	Nick Hamburger	FWD	United States	46.9745	47.67
New York Empire	Backyard	Control	183.0	183.0	Raul Ortiz	MID	Mexico	41.2032	25.63
New York Empire	Backyard	Control	183.0	183.0	Helmut Lange	FWD	Germany	39.1535	21.94
New York Empire	Backyard	Control	183.0	183.0	Silas McBride	DEF	United States	40.8069	19.78
New York Empire	Backyard	Control	183.0	183.0	Helgi Magnusson	MID	Iceland	38.1626	21.45
New York Empire	Backyard	Control	183.0	183.0	Miguel Ortega	DEF	Panama	38.1099	14.08
New York Empire	Backyard	Control	183.0	183.0	Tim Moore	GK	Canada	34.95	10.46
New York Empire	Backyard	Control	183.0	183.0	Lorenzo Marte	DEF	Dominican Republic	33.1376	8.0
New York Empire	Backyard	Control	183.0	183.0	Orlando Centeno	MID	Nicaragua	32.0533	8.0
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Nicolae Popescu	FWD	Romania	40.6735	26.68
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Nicolas Montero	FWD	Dominican Republic	39.9135	24.73
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Pedro Flores	MID	Argentina	39.934	22.75
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Milan Marjanovic	MID	Bosnia and Herzegovina	39.1629	22.86
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Dmitriy Shevchenko	GK	Russia	40.03	20.02
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Sawyer Marshall	MID	United States	38.6533	19.57
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Nicholas Persad	DEF	Trinidad and Tobago	36.8934	12.9
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Frantz Germaine	DEF	Haiti	34.0107	8.0
Los Angeles Syndicate	Backyard	Control	176.0	175.79	Brandon Boyd	DEF	United States	32.6766	7.79
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Mohammed Odoi	FWD	Ghana	44.7236	42.2
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Nam Min-Jae	GK	South Korea	41.82	24.24
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	William Davies	MID	New Zealand	39.4432	22.19
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Anthony Gonzales	FWD	Trinidad and Tobago	38.1531	19.97
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Knox Fletcher	MID	United States	38.1929	17.97
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Antonio Chavez	DEF	United States	37.8158	15.02
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Fernando Reyes	MID	Nicaragua	34.6429	10.91
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Johan Vasquez	DEF	Mexico	33.5496	8.0
Las Vegas Mirage	Backyard	Balanced	173.0	173.0	Junya Ito	DEF	Japan	32.0394	6.5
Chicago Surge	Backyard	Balanced	172.0	172.0	Adriano Campos	FWD	Brazil	41.703	31.09
Chicago Surge	Backyard	Balanced	172.0	172.0	Juan Narvaez	DEF	Puerto Rico	42.4739	24.75
Chicago Surge	Backyard	Balanced	172.0	172.0	Joseph Clarke	FWD	Canada	40.2024	24.57
Chicago Surge	Backyard	Balanced	172.0	172.0	Jozsef Szabo	DEF	Hungary	41.6013	22.52
Chicago Surge	Backyard	Balanced	172.0	172.0	Pedro Reis	GK	Portugal	39.17	19.01
Chicago Surge	Backyard	Balanced	172.0	172.0	Terezinha Rocha	DEF	Brazil	37.4631	13.81
Chicago Surge	Backyard	Balanced	172.0	172.0	James Delva	MID	Haiti	34.6323	11.24
Chicago Surge	Backyard	Balanced	172.0	172.0	Peter Ramirez	MID	Belize	31.8821	8.0
Chicago Surge	Backyard	Balanced	172.0	172.0	Domingo Ordonez	MID	Guatemala	31.5633	8.0
Boston Rebellion	Backyard	Balanced	163.0	161.43	Francisco Castillo	MID	Panama	43.7332	33.91
Boston Rebellion	Backyard	Balanced	163.0	161.43	Javier Guerra	GK	Panama	41.42	23.79
Boston Rebellion	Backyard	Balanced	163.0	161.43	Sergio Almeida	MID	Brazil	38.9728	22.56
Boston Rebellion	Backyard	Balanced	163.0	161.43	Edward Gauthier	MID	Canada	38.7227	20.31
Boston Rebellion	Backyard	Balanced	163.0	161.43	Sharaf El Hadi	FWD	Sudan	37.3737	18.28
Boston Rebellion	Backyard	Balanced	163.0	161.43	Ben Ben Nabouhane	FWD	Comoros	35.623	14.14
Boston Rebellion	Backyard	Balanced	163.0	161.43	Jean-Philippe Saïko	DEF	New Caledonia	32.0593	6.5
Boston Rebellion	Backyard	Balanced	163.0	161.43	Ernesto Cordoba	DEF	Argentina	31.5097	6.5
Boston Rebellion	Backyard	Balanced	163.0	161.43	Brooks Hollister	DEF	United States	31.3134	6.43
Toronto Blizzard	Backyard	Defense	159.0	159.0	Adrian Johnson	MID	Trinidad and Tobago	38.9039	21.62
Toronto Blizzard	Backyard	Defense	159.0	159.0	Brandon Vargas	MID	Costa Rica	38.6532	21.49
Toronto Blizzard	Backyard	Defense	159.0	159.0	Tadashi Sato	GK	Japan	39.6	21.93
Toronto Blizzard	Backyard	Defense	159.0	159.0	Jorge Quesada	MID	Costa Rica	37.7026	18.46
Toronto Blizzard	Backyard	Defense	159.0	159.0	Jeyland Mitchell	DEF	Costa Rica	38.6399	16.98
Toronto Blizzard	Backyard	Defense	159.0	159.0	Juan-Carlos Novelo	FWD	Belize	36.6331	17.49
Toronto Blizzard	Backyard	Defense	159.0	159.0	Mustafa Simsek	FWD	Turkey	36.6137	18.0
Toronto Blizzard	Backyard	Defense	159.0	159.0	Jacques Lavoie	DEF	Canada	35.5012	10.52
Toronto Blizzard	Backyard	Defense	159.0	159.0	Ramon Bonilla	DEF	Honduras	32.6571	8.0
Mexico City Sol	Backyard	Offense	159.0	159.0	Cesar Paredes	FWD	Ecuador	41.4626	33.63
Mexico City Sol	Backyard	Offense	159.0	159.0	Peter Buhler	FWD	Switzerland	41.1543	30.94
Mexico City Sol	Backyard	Offense	159.0	159.0	Dexter Edwards	GK	Trinidad and Tobago	38.57	15.71
Mexico City Sol	Backyard	Offense	159.0	159.0	Evidence Tau	MID	South Africa	36.203	16.48
Mexico City Sol	Backyard	Offense	159.0	159.0	Zizo Fathi	DEF	Egypt	36.453	12.79
Mexico City Sol	Backyard	Offense	159.0	159.0	Rowllin Singh	DEF	India	36.1875	12.07
Mexico City Sol	Backyard	Offense	159.0	159.0	Marc Tremblay	MID	Canada	34.2123	10.89
Mexico City Sol	Backyard	Offense	159.0	159.0	Jean Roberts	MID	Bahamas	31.0831	7.45
Mexico City Sol	Backyard	Offense	159.0	159.0	Muaid Musrati	DEF	Libya	31.3234	5.55
Seattle Echo	Backyard	Balanced	152.0	152.0	Pedro Banegas	FWD	Honduras	41.6642	28.98
Seattle Echo	Backyard	Balanced	152.0	152.0	Serghei Cojocari	FWD	Moldova	38.6436	22.59
Seattle Echo	Backyard	Balanced	152.0	152.0	Alcides Cabrera	GK	Paraguay	38.98	18.88
Seattle Echo	Backyard	Balanced	152.0	152.0	Jaxson Wilder	MID	United States	37.6529	19.25
Seattle Echo	Backyard	Balanced	152.0	152.0	Juan Araya	DEF	Costa Rica	37.2962	15.09
Seattle Echo	Backyard	Balanced	152.0	152.0	Enrique de Leon	DEF	Uruguay	36.9136	13.93
Seattle Echo	Backyard	Balanced	152.0	152.0	Enrique Blanco	MID	Cuba	34.5828	11.27
Seattle Echo	Backyard	Balanced	152.0	152.0	Tomasi Devi	MID	Fiji	31.3027	8.0
Seattle Echo	Backyard	Balanced	152.0	152.0	Gustavo Vega	DEF	Cuba	32.0393	8.0
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Angel Cedeno	FWD	Panama	40.6444	25.89
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Victor Weaver	GK	United States	42.23	29.21
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Walker Hayes	FWD	United States	36.8541	16.46
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Manuel Gonçalves	MID	Angola	35.3335	14.88
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Marlon Padilla	DEF	Honduras	36.031	12.68
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Musa Musa	MID	Nigeria	34.6828	12.95
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Jorge Molina	MID	Ecuador	34.6733	11.91
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Felix Rodriguez	DEF	Venezuela	35.0599	10.03
Philadelphia Spirit	Backyard	Defense	148.0	147.7	Pedro Nsue	DEF	Equatorial Guinea	31.1567	6.2
Dallas Flare	Backyard	Offense	146.0	142.01	Hector	FWD	Mexico	45.7337	46.72
Dallas Flare	Backyard	Offense	146.0	142.01	Diego Perez	FWD	Argentina	41.7224	34.1
Dallas Flare	Backyard	Offense	146.0	142.01	César Nyikeine	GK	New Caledonia	36.56	12.74
Dallas Flare	Backyard	Offense	146.0	142.01	Felipe Juarez	DEF	Guatemala	34.0498	8.42
Dallas Flare	Backyard	Offense	146.0	142.01	Gabriel Juarez	MID	Mexico	32.8731	9.02
Dallas Flare	Backyard	Offense	146.0	142.01	Manuel Amador	MID	Honduras	31.1323	7.87
Dallas Flare	Backyard	Offense	146.0	142.01	Antoine Semenyo	MID	Ghana	30.2439	6.63
Dallas Flare	Backyard	Offense	146.0	142.01	Hugo Rosas	DEF	Mexico	30.8625	6.26
Dallas Flare	Backyard	Offense	146.0	142.01	Tomas Morales	DEF	Guatemala	30.8232	5.75
San Jose Relampago	Backyard	Offense	139.0	136.98	Jordan Amartey	FWD	Ghana	41.4335	32.12
San Jose Relampago	Backyard	Offense	139.0	136.98	Domingo Roldan	FWD	Argentina	41.1737	32.88
San Jose Relampago	Backyard	Offense	139.0	136.98	Inaki Kudus	GK	Ghana	35.98	12.37
San Jose Relampago	Backyard	Offense	139.0	136.98	Rafael Borré	MID	Colombia	34.7933	13.33
San Jose Relampago	Backyard	Offense	139.0	136.98	Reinildo Dove	DEF	Mozambique	34.5598	8.8
San Jose Relampago	Backyard	Offense	139.0	136.98	Jorge Sanchez	MID	Mexico	30.8433	7.84
San Jose Relampago	Backyard	Offense	139.0	136.98	Edwin Lopez	MID	Panama	30.7933	7.79
San Jose Relampago	Backyard	Offense	139.0	136.98	Francis Baptiste	DEF	Trinidad and Tobago	30.8032	5.48
San Jose Relampago	Backyard	Offense	139.0	136.98	Hamza El Mehdi	DEF	Morocco	30.7155	5.86
Montreal Coureurs	Backyard	Control	136.0	136.0	Matti Jokinen	FWD	Finland	37.6529	21.29
Montreal Coureurs	Backyard	Control	136.0	136.0	Santiago Barrios	FWD	Guatemala	36.8638	18.61
Montreal Coureurs	Backyard	Control	136.0	136.0	Cassius Reed	GK	United States	37.2	14.31
Montreal Coureurs	Backyard	Control	136.0	136.0	Rafael Tejeda	MID	Dominican Republic	35.9034	15.54
Montreal Coureurs	Backyard	Control	136.0	136.0	Vicente Mendez	MID	Guatemala	35.3332	14.4
Montreal Coureurs	Backyard	Control	136.0	136.0	Wayne Harrison	MID	England	34.9131	14.92
